seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr15	67834805	67835124	320	*	X07564	5607	67835021	68099455	264435	+	0	overlapStart	0	MAP2K5
chr15	68346685	68346783	99	*	X07566	8554	68346572	68480404	133833	+	0	inside	112	PIAS1
chr15	68569864	68570742	879	*	X07567	10116	68570141	68583640	13500	+	0	overlapStart	0	FEM1B
chr15	69453039	69453051	13	*	X07571	26035	69452973	69564544	111572	+	0	inside	65	GLCE
chr15	69706791	69706802	12	*	X07572	9493	69706627	69740764	34138	+	0	inside	163	KIF23
chr15	69745040	69745454	415	*	X07573	6176	69745159	69747884	2726	+	0	overlapStart	0	RPLP1
chr15	71184666	71184991	326	*	X07575	56906	71173681	71184772	11092	-	0	overlapStart	0	THAP10
chr15	71408193	71408227	35	*	X07576	196993	71402583	71407839	5257	-	353	upstream	353	CT62
chr15	71408242	71408304	63	*	X07577	196993	71402583	71407839	5257	-	402	upstream	402	CT62
chr15	72410248	72410499	252	*	X07579	4649	72118361	72410440	292080	-	0	overlapStart	0	MYO9A
chr15	72410679	72410694	16	*	X07580	4649	72118361	72410440	292080	-	238	upstream	238	MYO9A
chr15	72523394	72523592	199	*	X07582	5315	72491370	72523727	32358	-	0	inside	134	PKM
chr15	72668184	72668594	411	*	X07583	3073	72635778	72668520	32743	-	0	overlapStart	0	HEXA
chr15	72668184	72668594	411	*	X07583	60677	72559086	72668520	109435	-	0	overlapStart	0	CELF6
chr15	72668184	72668594	411	*	X07583	80072	72668454	72671129	2676	+	0	overlapStart	0	HEXA-AS1
chr15	72766560	72766571	12	*	X07584	25820	72766667	72878896	112230	+	95	upstream	95	ARIH1
chr15	72766660	72766781	122	*	X07585	25820	72766667	72878896	112230	+	0	overlapStart	0	ARIH1
chr15	73075827	73076150	324	*	X07586	83440	73043708	73076126	32419	-	0	overlapStart	0	ADPGK
chr15	73076212	73076280	69	*	X07587	83440	73043708	73076126	32419	-	85	upstream	85	ADPGK
chr15	73344460	73344529	70	*	X07588	4756	73344825	73597547	252723	+	295	upstream	295	NEO1
chr15	74725993	74726032	40	*	X07592	8482	74701630	74726299	24670	-	0	inside	266	SEMA7A
chr15	74726143	74726254	112	*	X07593	8482	74701630	74726299	24670	-	0	inside	44	SEMA7A
chr15	74753356	74753502	147	*	X07594	440288	74753606	74773633	20028	+	103	upstream	103	UBL7-AS1
chr15	74753356	74753502	147	*	X07594	84993	74738318	74753529	15212	-	0	inside	26	UBL7
chr15	75135450	75135549	100	*	X07597	25989	75128459	75135552	7094	-	0	inside	2	ULK3
chr15	75135619	75135641	23	*	X07598	25989	75128459	75135552	7094	-	66	upstream	66	ULK3
chr15	75182367	75182386	20	*	X07599	4351	75182410	75190565	8156	+	23	upstream	23	MPI
chr15	75182469	75182495	27	*	X07600	4351	75182410	75190565	8156	+	0	inside	58	MPI
chr15	75198900	75199297	398	*	X07601	57184	75192328	75199462	7135	-	0	inside	164	FAM219B
chr15	75229989	75230295	307	*	X07602	9377	75212617	75230495	17879	-	0	inside	199	COX5A
chr15	75230323	75230464	142	*	X07603	9377	75212617	75230495	17879	-	0	inside	30	COX5A
chr15	75287928	75287973	46	*	X07606	192683	75287876	75313836	25961	+	0	inside	51	SCAMP5
chr15	75287988	75288024	37	*	X07607	192683	75287876	75313836	25961	+	0	inside	111	SCAMP5
chr15	75315892	75316096	205	*	X07608	60490	75315927	75343067	27141	+	0	overlapStart	0	PPCDC
chr15	75628395	75628452	58	*	X07612	54939	75628374	75632614	4241	+	0	inside	20	COMMD4
chr15	75628464	75628474	11	*	X07613	54939	75628374	75632614	4241	+	0	inside	89	COMMD4
chr15	75660367	75661152	786	*	X07614	4123	75648133	75660968	12836	-	0	overlapStart	0	MAN2C1
chr15	75932053	75932586	534	*	X07620	55272	75931426	75932664	1239	-	0	inside	77	IMP3
chr15	76196012	76196446	435	*	X07621	26263	76196200	76227608	31409	+	0	overlapStart	0	FBXO22
chr15	76603682	76603889	208	*	X07622	2108	76508629	76603810	95182	-	0	overlapStart	0	ETFA
chr15	77712402	77712539	138	*	X07623	10363	77713243	77777945	64703	+	703	upstream	703	HMG20A
chr15	77712402	77712539	138	*	X07623	79834	77400498	77712446	311949	-	0	overlapStart	0	PEAK1
chr15	77712931	77713376	446	*	X07624	10363	77713243	77777945	64703	+	0	overlapStart	0	HMG20A
chr15	77712931	77713376	446	*	X07624	79834	77400498	77712446	311949	-	484	upstream	484	PEAK1
chr15	78369584	78369733	150	*	X07625	23102	78287327	78369994	82668	-	0	inside	260	TBC1D2B
chr15	79103522	79103749	228	*	X07626	11173	79051545	79103773	52229	-	0	inside	23	ADAMTS7
chr15	79164988	79165016	29	*	X07627	10933	79165123	79190081	24959	+	106	upstream	106	MORF4L1
chr15	79165256	79165302	47	*	X07628	10933	79165123	79190081	24959	+	0	inside	132	MORF4L1
chr15	79603447	79603707	261	*	X07632	23423	79603491	79704334	100844	+	0	overlapStart	0	TMED3
chr15	80189391	80189406	16	*	X07633	10588	80135889	80189627	53739	-	0	inside	220	MTHFS
chr15	80445411	80445476	66	*	X07634	2184	80445131	80478924	33794	+	0	inside	279	FAH
chr15	81281991	81282225	235	*	X07636	23184	81239668	81282205	42538	-	0	overlapStart	0	MESD
chr15	82339031	82339299	269	*	X07638	84206	82334119	82338484	4366	-	546	upstream	546	MEX3B
chr15	82339595	82339619	25	*	X07639	84206	82334119	82338484	4366	-	1110	upstream	1110	MEX3B
chr15	83209097	83209259	163	*	X07640	100505503	82821161	83209208	388048	-	0	overlapStart	0	NA
chr15	83378302	83378439	138	*	X07641	8120	83328033	83378635	50603	-	0	inside	195	AP3B2
chr15	83378529	83378541	13	*	X07643	8120	83328033	83378635	50603	-	0	inside	93	AP3B2
chr15	83680351	83680388	38	*	X07648	123207	83657715	83680393	22679	-	0	inside	4	C15orf40
chr15	83680444	83680501	58	*	X07649	123207	83657715	83680393	22679	-	50	upstream	50	C15orf40
chr15	83735767	83736116	350	*	X07650	100616404	83736087	83736167	81	+	0	overlapStart	0	MIR4515
chr15	83735767	83736116	350	*	X07650	53339	83685181	83736106	50926	-	0	overlapStart	0	BTBD1
chr15	85259261	85259573	313	*	X07652	23478	85212768	85259691	46924	-	0	inside	117	SEC11A
chr15	85923878	85923991	114	*	X07656	11214	85923847	86292589	368743	+	0	inside	30	AKAP13
chr15	89010590	89010700	111	*	X07659	26589	89002708	89010633	7926	-	0	overlapStart	0	MRPL46
chr15	89010590	89010700	111	*	X07659	64963	89010684	89021861	11178	+	0	overlapStart	0	MRPS11
chr15	89010729	89011004	276	*	X07660	26589	89002708	89010633	7926	-	95	upstream	95	MRPL46
chr15	89010729	89011004	276	*	X07660	64963	89010684	89021861	11178	+	0	inside	44	MRPS11
chr15	89787092	89787202	111	*	X07661	55215	89787194	89860362	73169	+	0	overlapStart	0	FANCI
chr15	89877850	89878162	313	*	X07662	5428	89859536	89878026	18491	-	0	overlapStart	0	POLG
chr15	89878416	89878582	167	*	X07663	5428	89859536	89878026	18491	-	389	upstream	389	POLG
chr15	90437000	90437609	610	*	X07665	10239	90373831	90437617	63787	-	0	inside	7	AP3S2
chr15	90437626	90437685	60	*	X07666	10239	90373831	90437617	63787	-	8	upstream	8	AP3S2
chr15	93425921	93426180	260	*	X07671	100507217	93426073	93441977	15905	+	0	overlapStart	0	CHASERR
chr15	93447366	93447380	15	*	X07672	100422995	93447629	93447705	77	+	248	upstream	248	MIR3175
chr15	93447410	93447570	161	*	X07673	100422995	93447629	93447705	77	+	58	upstream	58	MIR3175
chr15	93447698	93447845	148	*	X07674	100422995	93447629	93447705	77	+	0	overlapEnd	68	MIR3175
chr15	99191639	99191915	277	*	X07676	3480	99192761	99507759	314999	+	845	upstream	845	IGF1R
chr15	99191962	99192036	75	*	X07677	3480	99192761	99507759	314999	+	724	upstream	724	IGF1R
chr15	100105884	100106328	445	*	X07678	4205	100106133	100256629	150497	+	0	overlapStart	0	MEF2A
chr15	101142242	101142356	115	*	X07679	140460	101142755	101191904	49150	+	398	upstream	398	ASB7
chr15	101142242	101142356	115	*	X07679	55180	101109428	101142445	33018	-	0	inside	88	LINS1
chr15	101792057	101792273	217	*	X07680	22856	101715928	101792137	76210	-	0	overlapStart	0	CHSY1
chr15	101792387	101792399	13	*	X07681	22856	101715928	101792137	76210	-	249	upstream	249	CHSY1
chr15	101792467	101792573	107	*	X07682	22856	101715928	101792137	76210	-	329	upstream	329	CHSY1
chr15	101792623	101792647	25	*	X07683	22856	101715928	101792137	76210	-	485	upstream	485	CHSY1
chr15	101792689	101792702	14	*	X07684	22856	101715928	101792137	76210	-	551	upstream	551	CHSY1
chr15	101835319	101835445	127	*	X07685	6627	101821715	101835460	13746	-	0	inside	14	SNRPA1
chr15	101835517	101835668	152	*	X07686	6627	101821715	101835460	13746	-	56	upstream	56	SNRPA1
chr15	102192365	102192584	220	*	X07688	80213	102173180	102192594	19415	-	0	inside	9	TM2D3
chr15	102192687	102192818	132	*	X07689	80213	102173180	102192594	19415	-	92	upstream	92	TM2D3
chr15	102264262	102264665	404	*	X07690	123283	102193955	102264645	70691	-	0	overlapStart	0	TARS3
chr16	103085	103150	66	*	X07691	79622	103829	107669	3841	+	678	upstream	678	SNRNP25
chr16	103168	103192	25	*	X07692	79622	103829	107669	3841	+	636	upstream	636	SNRNP25
chr16	128097	128111	15	*	X07693	64285	108058	126351	18294	-	1745	upstream	1745	RHBDF1
chr16	128188	128327	140	*	X07694	64285	108058	126351	18294	-	1836	upstream	1836	RHBDF1
chr16	188759	188781	23	*	X07697	8131	134273	188697	54425	-	61	upstream	61	NPRL3
chr16	577199	577405	207	*	X07701	64493	576847	577407	561	-	0	inside	1	LINC00235
chr16	577199	577405	207	*	X07701	6650	577856	604636	26781	+	450	upstream	450	CAPN15
chr16	577444	577804	361	*	X07702	64493	576847	577407	561	-	36	upstream	36	LINC00235
chr16	577444	577804	361	*	X07702	6650	577856	604636	26781	+	51	upstream	51	CAPN15
chr16	686125	686310	186	*	X07703	84326	684429	686347	1919	-	0	inside	36	METTL26
chr16	686439	686454	16	*	X07704	84326	684429	686347	1919	-	91	upstream	91	METTL26
chr16	686515	686553	39	*	X07705	84326	684429	686347	1919	-	167	upstream	167	METTL26
chr16	686565	686671	107	*	X07706	84326	684429	686347	1919	-	217	upstream	217	METTL26
chr16	686852	687006	155	*	X07707	84326	684429	686347	1919	-	504	upstream	504	METTL26
chr16	699292	699327	36	*	X07708	197335	699363	717829	18467	+	35	upstream	35	WDR90
chr16	718134	718255	122	*	X07709	89941	718083	724174	6092	+	0	inside	50	RHOT2
chr16	730414	730449	36	*	X07710	10273	730115	732768	2654	+	0	inside	298	STUB1
chr16	740289	740368	80	*	X07711	84219	734702	740400	5699	-	0	inside	31	WDR24
chr16	770840	771451	612	*	X07712	65990	771142	772590	1449	+	0	overlapStart	0	ANTKMT
chr16	790878	790960	83	*	X07713	64428	779769	790997	11229	-	0	inside	36	CIAO3
chr16	1359415	1359449	35	*	X07716	7329	1359154	1377019	17866	+	0	inside	260	UBE2I
chr16	1401726	1402115	390	*	X07717	115939	1399241	1401873	2633	-	0	overlapStart	0	TSR3
chr16	1401726	1402115	390	*	X07717	84572	1401900	1413352	11453	+	0	overlapStart	0	GNPTG
chr16	1524930	1525231	302	*	X07721	1186	1494934	1525085	30152	-	0	overlapStart	0	CLCN7
chr16	1543349	1543620	272	*	X07722	9894	1543352	1560460	17109	+	0	overlapStart	0	TELO2
chr16	1662384	1662472	89	*	X07723	9742	1560428	1662109	101682	-	274	upstream	274	IFT140
chr16	1662487	1662552	66	*	X07724	9742	1560428	1662109	101682	-	377	upstream	377	IFT140
chr16	1662764	1662862	99	*	X07725	57585	1664641	1736695	72055	+	1778	upstream	1778	CRAMP1
chr16	1662764	1662862	99	*	X07725	9742	1560428	1662109	101682	-	654	upstream	654	IFT140
chr16	1756009	1756040	32	*	X07727	23162	1756221	1820318	64098	+	180	upstream	180	MAPK8IP3
chr16	1822960	1823193	234	*	X07728	197342	1823229	1826340	3112	+	35	upstream	35	EME2
chr16	1822960	1823193	234	*	X07728	4832	1820321	1821710	1390	-	1249	upstream	1249	NME3
chr16	1822960	1823193	234	*	X07728	65993	1821896	1823140	1245	-	0	overlapStart	0	MRPS34
chr16	1823260	1823279	20	*	X07729	197342	1823229	1826340	3112	+	0	inside	30	EME2
chr16	1823260	1823279	20	*	X07729	4832	1820321	1821710	1390	-	1549	upstream	1549	NME3
chr16	1823260	1823279	20	*	X07729	65993	1821896	1823140	1245	-	119	upstream	119	MRPS34
chr16	1823400	1823437	38	*	X07730	197342	1823229	1826340	3112	+	0	inside	170	EME2
chr16	1823400	1823437	38	*	X07730	4832	1820321	1821710	1390	-	1689	upstream	1689	NME3
chr16	1823400	1823437	38	*	X07730	65993	1821896	1823140	1245	-	259	upstream	259	MRPS34
chr16	1823535	1823548	14	*	X07731	4832	1820321	1821710	1390	-	1824	upstream	1824	NME3
chr16	1823535	1823548	14	*	X07731	65993	1821896	1823140	1245	-	394	upstream	394	MRPS34
chr16	1876983	1877465	483	*	X07732	3029	1859104	1877195	18092	-	0	overlapStart	0	HAGH
chr16	1876983	1877465	483	*	X07732	81889	1877225	1890203	12979	+	0	overlapStart	0	FAHD1
chr16	2009489	2009722	234	*	X07733	4716	2009517	2011976	2460	+	0	overlapStart	0	NDUFB10
chr16	2014667	2014780	114	*	X07734	26784	2012974	2013107	134	-	1559	upstream	1559	SNORA64
chr16	2014667	2014780	114	*	X07734	6187	2012062	2014827	2766	-	0	inside	46	RPS2
chr16	2014667	2014780	114	*	X07734	677844	2015185	2015311	127	+	404	upstream	404	SNORA78
chr16	2014667	2014780	114	*	X07734	735301	2014997	2015505	509	+	216	upstream	216	SNHG9
chr16	2021991	2022192	202	*	X07735	10607	2022064	2028751	6688	+	0	overlapStart	0	TBL3
chr16	2034136	2034269	134	*	X07736	2671	2034150	2037750	3601	+	0	overlapStart	0	GFER
chr16	2059879	2059890	12	*	X07737	90850	2047653	2059822	12170	-	56	upstream	56	ZNF598
chr16	2098035	2098038	4	*	X07738	4913	2089816	2097867	8052	-	167	upstream	167	NTHL1
chr16	2098035	2098038	4	*	X07738	7249	2097990	2138713	40724	+	0	inside	44	TSC2
chr16	2205193	2205322	130	*	X07739	26788	2205024	2205106	83	-	86	upstream	86	SNORD60
chr16	2205193	2205322	130	*	X07739	84231	2205799	2228130	22332	+	476	upstream	476	TRAF7
chr16	2255397	2255877	481	*	X07740	64223	2255178	2259418	4241	+	0	inside	218	MLST8
chr16	2301440	2301586	147	*	X07743	1632	2289873	2301602	11730	-	0	inside	15	ECI1
chr16	2318513	2318586	74	*	X07745	10921	2303100	2318413	15314	-	99	upstream	99	RNPS1
chr16	2479444	2479618	175	*	X07746	899	2479395	2508859	29465	+	0	inside	48	CCNF
chr16	2563506	2563555	50	*	X07748	527	2563727	2570224	6498	+	171	upstream	171	ATP6V0C
chr16	2563667	2563870	204	*	X07749	527	2563727	2570224	6498	+	0	overlapStart	0	ATP6V0C
chr16	2563899	2564033	135	*	X07750	527	2563727	2570224	6498	+	0	inside	171	ATP6V0C
chr16	2570367	2570510	144	*	X07751	51005	2570363	2580955	10593	+	0	inside	3	AMDHD2
chr16	2653389	2653680	292	*	X07752	652276	2653385	2680495	27111	+	0	inside	3	LOC652276
chr16	2732255	2732714	460	*	X07753	54442	2732495	2759031	26537	+	0	overlapStart	0	KCTD5
chr16	2771042	2771258	217	*	X07754	83886	2762423	2770552	8130	-	489	upstream	489	PRSS27
chr16	2802198	2802226	29	*	X07755	23524	2802330	2821413	19084	+	103	upstream	103	SRRM2
chr16	2802288	2802348	61	*	X07756	100128788	2787077	2802601	15525	-	0	inside	252	SRRM2-AS1
chr16	2802288	2802348	61	*	X07756	23524	2802330	2821413	19084	+	0	overlapStart	0	SRRM2
chr16	2802361	2802412	52	*	X07757	100128788	2787077	2802601	15525	-	0	inside	188	SRRM2-AS1
chr16	2802361	2802412	52	*	X07757	23524	2802330	2821413	19084	+	0	inside	30	SRRM2
chr16	2802631	2802706	76	*	X07758	100128788	2787077	2802601	15525	-	29	upstream	29	SRRM2-AS1
chr16	2802899	2803185	287	*	X07759	100128788	2787077	2802601	15525	-	297	upstream	297	SRRM2-AS1
chr16	2803241	2803349	109	*	X07760	100128788	2787077	2802601	15525	-	639	upstream	639	SRRM2-AS1
chr16	2803362	2803391	30	*	X07761	100128788	2787077	2802601	15525	-	760	upstream	760	SRRM2-AS1
chr16	2826873	2827068	196	*	X07763	6923	2821415	2827297	5883	-	0	inside	228	ELOB
chr16	2827102	2827190	89	*	X07764	6923	2821415	2827297	5883	-	0	inside	106	ELOB
chr16	2827241	2827528	288	*	X07765	6923	2821415	2827297	5883	-	0	overlapStart	0	ELOB
chr16	2933291	2933419	129	*	X07766	114984	2933196	2949383	16188	+	0	inside	94	FLYWCH2
chr16	3019554	3019565	12	*	X07768	124222	3019342	3023485	4144	+	0	inside	211	PAQR4
chr16	3019577	3019631	55	*	X07769	124222	3019342	3023485	4144	+	0	inside	234	PAQR4
chr16	3030403	3030498	96	*	X07770	9088	3022792	3030540	7749	-	0	inside	41	PKMYT1
chr16	3070368	3070427	60	*	X07771	51330	3070313	3072383	2071	+	0	inside	54	TNFRSF12A
chr16	3070459	3070526	68	*	X07772	51330	3070313	3072383	2071	+	0	inside	145	TNFRSF12A
chr16	3073868	3074308	441	*	X07773	54985	3072626	3074287	1662	-	0	overlapStart	0	HCFC1R1
chr16	3073868	3074308	441	*	X07773	79228	3074032	3077756	3725	+	0	overlapStart	0	THOC6
chr16	3074324	3074334	11	*	X07774	54985	3072626	3074287	1662	-	36	upstream	36	HCFC1R1
chr16	3074324	3074334	11	*	X07774	79228	3074032	3077756	3725	+	0	inside	291	THOC6
chr16	3074436	3074491	56	*	X07775	54985	3072626	3074287	1662	-	148	upstream	148	HCFC1R1
chr16	3162603	3162699	97	*	X07777	7755	3162563	3170518	7956	+	0	inside	39	ZNF205
chr16	3450818	3450953	136	*	X07782	54925	3432085	3451025	18941	-	0	inside	71	ZSCAN32
chr16	3450818	3450953	136	*	X07782	7727	3451190	3459364	8175	+	236	upstream	236	ZNF174
chr16	3451259	3451293	35	*	X07783	54925	3432085	3451025	18941	-	233	upstream	233	ZSCAN32
chr16	3451259	3451293	35	*	X07783	7727	3451190	3459364	8175	+	0	inside	68	ZNF174
chr16	3451363	3451400	38	*	X07784	54925	3432085	3451025	18941	-	337	upstream	337	ZSCAN32
chr16	3451363	3451400	38	*	X07784	7727	3451190	3459364	8175	+	0	inside	172	ZNF174
chr16	3451436	3451557	122	*	X07785	54925	3432085	3451025	18941	-	410	upstream	410	ZSCAN32
chr16	3451436	3451557	122	*	X07785	7727	3451190	3459364	8175	+	0	inside	245	ZNF174
chr16	3493109	3493130	22	*	X07786	79903	3493668	3536963	43296	+	537	upstream	537	NAA60
chr16	3493199	3493215	17	*	X07787	146434	3486110	3493490	7381	-	0	inside	274	ZNF597
chr16	3493199	3493215	17	*	X07787	79903	3493668	3536963	43296	+	452	upstream	452	NAA60
chr16	3551012	3551098	87	*	X07788	23059	3550945	3589051	38107	+	0	inside	66	CLUAP1
chr16	3661788	3661824	37	*	X07789	84464	3631184	3661585	30402	-	202	upstream	202	SLX4
chr16	4166337	4166375	39	*	X07790	115	4012650	4166186	153537	-	150	upstream	150	ADCY9
chr16	4322847	4322914	68	*	X07794	7023	4307187	4323001	15815	-	0	inside	86	TFAP4
chr16	4323008	4323124	117	*	X07795	7023	4307187	4323001	15815	-	6	upstream	6	TFAP4
chr16	4323171	4323406	236	*	X07796	7023	4307187	4323001	15815	-	169	upstream	169	TFAP4
chr16	4401034	4401077	44	*	X07798	51025	4390252	4401373	11122	-	0	inside	295	PAM16
chr16	4475901	4475914	14	*	X07800	9093	4475806	4506775	30970	+	0	inside	94	DNAJA3
chr16	4475927	4476054	128	*	X07801	9093	4475806	4506775	30970	+	0	inside	120	DNAJA3
chr16	4526464	4526520	57	*	X07802	57407	4511695	4524896	13202	-	1567	upstream	1567	NMRAL1
chr16	4588701	4588924	224	*	X07803	29965	4560677	4588816	28140	-	0	overlapStart	0	CDIP1
chr16	4664640	4664845	206	*	X07804	124402	4658884	4664927	6044	-	0	inside	81	UBALD1
chr16	4664878	4664900	23	*	X07805	124402	4658884	4664927	6044	-	0	inside	26	UBALD1
chr16	4743806	4743834	29	*	X07806	84309	4743694	4745860	2167	+	0	inside	111	NUDT16L1
chr16	4817237	4817252	16	*	X07807	26048	4800815	4817166	16352	-	70	upstream	70	ZNF500
chr16	4818600	4818617	18	*	X07808	26048	4800815	4817166	16352	-	1433	upstream	1433	ZNF500
chr16	4896623	4896636	14	*	X07812	29855	4896666	4932363	35698	+	29	upstream	29	UBN1
chr16	4896661	4896696	36	*	X07813	29855	4896666	4932363	35698	+	0	overlapStart	0	UBN1
chr16	5083565	5084017	453	*	X07814	100507589	5083703	5092968	9266	+	0	overlapStart	0	NAGPA-AS1
chr16	5083565	5084017	453	*	X07814	51172	5074845	5083942	9098	-	0	overlapStart	0	NAGPA
chr16	5083565	5084017	453	*	X07814	56052	5083703	5137380	53678	+	0	overlapStart	0	ALG1
chr16	8891499	8891641	143	*	X07816	25880	8889037	8891505	2469	-	0	overlapStart	0	TMEM186
chr16	8891499	8891641	143	*	X07816	5373	8891670	8943194	51525	+	28	upstream	28	PMM2
chr16	8891684	8891729	46	*	X07817	25880	8889037	8891505	2469	-	178	upstream	178	TMEM186
chr16	8891684	8891729	46	*	X07817	5373	8891670	8943194	51525	+	0	inside	13	PMM2
chr16	9057688	9057861	174	*	X07820	7874	8985951	9057341	71391	-	346	upstream	346	USP7
chr16	9185518	9185551	34	*	X07821	29035	9185537	9213555	28019	+	0	overlapStart	0	C16orf72
chr16	10479895	10480337	443	*	X07822	80063	10479912	10577495	97584	+	0	overlapStart	0	ATF7IP2
chr16	11038421	11038461	41	*	X07823	23274	11038345	11276046	237702	+	0	inside	75	CLEC16A
chr16	11350009	11350031	23	*	X07824	8651	11348274	11350039	1766	-	0	inside	7	SOCS1
chr16	11945155	11945435	281	*	X07825	26156	11928055	11945442	17388	-	0	inside	6	RSL1D1
chr16	12070456	12070500	45	*	X07827	92017	12070602	12668146	597545	+	101	upstream	101	SNX29
chr16	14723968	14724050	83	*	X07830	5073	14529557	14724128	194572	-	0	inside	77	PARN
chr16	14726504	14726546	43	*	X07831	51283	14726668	14763093	36426	+	121	upstream	121	BFAR
chr16	14726713	14726846	134	*	X07832	51283	14726668	14763093	36426	+	0	inside	44	BFAR
chr16	15068769	15069004	236	*	X07833	23042	15068599	15233196	164598	+	0	inside	169	PDXDC1
chr16	15188016	15188296	281	*	X07834	54700	15153879	15188158	34280	-	0	overlapStart	0	RRN3
chr16	15737148	15737168	21	*	X07836	54820	15737124	15820208	83085	+	0	inside	23	NDE1
chr16	15737148	15737168	21	*	X07836	619553	15737151	15737229	79	+	0	overlapStart	0	MIR484
chr16	15737148	15737168	21	*	X07836	9665	15688226	15737023	48798	-	124	upstream	124	MARF1
chr16	15982279	15982522	244	*	X07837	123811	15959577	15982447	22871	-	0	overlapStart	0	CEP20
chr16	18801338	18801735	398	*	X07838	6210	18794277	18801656	7380	-	0	overlapStart	0	RPS15A
chr16	18801845	18801863	19	*	X07839	6210	18794277	18801656	7380	-	188	upstream	188	RPS15A
chr16	18812503	18812575	73	*	X07840	23204	18802991	18812857	9867	-	0	inside	281	ARL6IP1
chr16	18812602	18812889	288	*	X07841	23204	18802991	18812857	9867	-	0	overlapStart	0	ARL6IP1
chr16	18813144	18813235	92	*	X07842	23204	18802991	18812857	9867	-	286	upstream	286	ARL6IP1
chr16	19533211	19533222	12	*	X07844	51573	19513015	19533450	20436	-	0	inside	227	GDE1
chr16	19533211	19533222	12	*	X07844	9738	19535179	19564728	29550	+	1956	upstream	1956	CCP110
chr16	19533235	19533437	203	*	X07845	51573	19513015	19533450	20436	-	0	inside	12	GDE1
chr16	19533235	19533437	203	*	X07845	9738	19535179	19564728	29550	+	1741	upstream	1741	CCP110
chr16	19566971	19567047	77	*	X07846	57020	19566737	19712485	145749	+	0	inside	233	VPS35L
chr16	19729402	19729572	171	*	X07847	400506	19717674	19729492	11819	-	0	overlapStart	0	KNOP1
chr16	20753118	20753162	45	*	X07848	55623	20744986	20753199	8214	-	0	inside	36	THUMPD1
chr16	20753174	20753195	22	*	X07849	55623	20744986	20753199	8214	-	0	inside	3	THUMPD1
chr16	20817533	20817552	20	*	X07850	81691	20817767	20860990	43224	+	214	upstream	214	REXO5
chr16	20817674	20817872	199	*	X07851	81691	20817767	20860990	43224	+	0	overlapStart	0	REXO5
chr16	20912049	20912382	334	*	X07852	112479	20791515	20911561	120047	-	487	upstream	487	ERI2
chr16	20912049	20912382	334	*	X07852	123879	20869396	20911561	42166	-	487	upstream	487	DCUN1D3
chr16	21531360	21531863	504	*	X07854	100271836	21415198	21531765	116568	-	0	overlapStart	0	SMG1P3
chr16	21531360	21531863	504	*	X07854	387254	21529230	21531765	2536	-	0	overlapStart	0	SLC7A5P2
chr16	21531877	21531891	15	*	X07855	100271836	21415198	21531765	116568	-	111	upstream	111	SMG1P3
chr16	21531877	21531891	15	*	X07855	387254	21529230	21531765	2536	-	111	upstream	111	SLC7A5P2
chr16	21531941	21531973	33	*	X07856	100271836	21415198	21531765	116568	-	175	upstream	175	SMG1P3
chr16	21531941	21531973	33	*	X07856	387254	21529230	21531765	2536	-	175	upstream	175	SLC7A5P2
chr16	21532009	21532090	82	*	X07857	100271836	21415198	21531765	116568	-	243	upstream	243	SMG1P3
chr16	21532009	21532090	82	*	X07857	387254	21529230	21531765	2536	-	243	upstream	243	SLC7A5P2
chr16	21610644	21611023	380	*	X07858	51108	21610856	21668792	57937	+	0	overlapStart	0	METTL9
chr16	21831759	21831805	47	*	X07859	730092	21807951	21831731	23781	-	27	upstream	27	RRN3P1
chr16	21964602	21964631	30	*	X07860	7385	21964609	21994668	30060	+	0	overlapStart	0	UQCRC2
chr16	21964761	21964772	12	*	X07861	7385	21964609	21994668	30060	+	0	inside	151	UQCRC2
chr16	22217573	22217629	57	*	X07864	29904	22217592	22300066	82475	+	0	overlapStart	0	EEF2K
chr16	22217672	22217703	32	*	X07865	29904	22217592	22300066	82475	+	0	inside	79	EEF2K
chr16	22217731	22217746	16	*	X07866	29904	22217592	22300066	82475	+	0	inside	138	EEF2K
chr16	22308700	22308924	225	*	X07867	55718	22308696	22346424	37729	+	0	inside	3	POLR3E
chr16	22448304	22448351	48	*	X07869	641298	22448329	22503541	55213	+	0	overlapStart	0	SMG1P1
chr16	22448368	22448413	46	*	X07870	641298	22448329	22503541	55213	+	0	inside	38	SMG1P1
chr16	22448435	22448688	254	*	X07871	641298	22448329	22503541	55213	+	0	inside	105	SMG1P1
chr16	22448799	22448809	11	*	X07872	100131998	22430867	22449036	18170	-	0	inside	226	RRN3P3
chr16	22448913	22448939	27	*	X07873	100131998	22430867	22449036	18170	-	0	inside	96	RRN3P3
chr16	23160684	23160751	68	*	X07874	57478	23072728	23160591	87864	-	92	upstream	92	USP31
chr16	23160905	23160997	93	*	X07875	57478	23072728	23160591	87864	-	313	upstream	313	USP31
chr16	23161010	23161138	129	*	X07876	57478	23072728	23160591	87864	-	418	upstream	418	USP31
chr16	23521577	23521868	292	*	X07878	23062	23474863	23521815	46953	-	0	overlapStart	0	GGA2
chr16	23568306	23568333	28	*	X07879	56061	23568862	23585710	16849	+	528	upstream	528	UBFD1
chr16	23568421	23568469	49	*	X07880	124454	23533334	23568696	35363	-	0	inside	226	EARS2
chr16	23568421	23568469	49	*	X07880	56061	23568862	23585710	16849	+	392	upstream	392	UBFD1
